count	sca	fr	to	real_fr	real_to	strand	evalue	hmmlen	len_cds
197	CM000470.1	94991586	94992512	94991579	94992524	+	1.3e-187	919	945
198	CM000470.1	76869347	76870273	76869340	76870300	+	1.6e-187	918	960
199	CM000470.1	76964485	76963541	76963534	76964491	-	7.3e-187	920	957
200	CM000470.1	76934254	76935198	76934247	76935210	+	9.1e-187	920	963
201	CM000470.1	95051989	95052911	95051982	95052957	+	1.4e-184	916	975
202	CM000470.1	95051989	95052911	95051988	95052957	+	1.4e-184	916	969
203	CM000470.1	77022483	77021542	77021556	77022492	-	7.9e-183	913	936
204	CM000470.1	77022483	77021542	77021556	77022468	-	7.9e-183	913	912
205	CM000470.1	83689765	83688843	83688820	83689858	-	5.4e-182	918	1038
206	CM000470.1	83689765	83688843	83688820	83689771	-	5.4e-182	918	951
207	CM000470.1	76892284	76891341	76891333	76892290	-	1.5e-178	917	957
208	CM000470.1	76901799	76900856	76900851	76901895	-	5.7e-175	914	1044
209	CM000470.1	76901799	76900856	76900851	76901805	-	5.7e-175	914	954
210	CM000470.1	35826408	35825482	35825474	35826413	-	1.4e-171	911	939
211	CM000470.1	95165832	95166740	95165736	95166762	+	3.4e-164	889	1026
212	CM000470.1	95165832	95166740	95165799	95166762	+	3.4e-164	889	963
213	CM000470.1	95177011	95177918	95176989	95177940	+	8.3e-161	873	951
214	CM000471.1	42325169	42324251	42324239	42325226	-	3.7e-174	910	987
215	CM000471.1	42325169	42324251	42324239	42325214	-	3.7e-174	910	975
216	CM000471.1	42325169	42324251	42324239	42325169	-	3.7e-174	910	930
217	CM000471.1	42325169	42324251	42324239	42325166	-	3.7e-174	910	927
218	CM000472.1	54555398	54554472	54554453	54555398	-	2.9e-210	920	945
219	CM000472.1	54623043	54622123	54622112	54623042	-	9.7e-210	913	930
220	CM000472.1	55538175	55537252	55537207	55538182	-	2.9e-209	914	975
221	CM000472.1	55538175	55537252	55537207	55538113	-	2.9e-209	914	906
222	CM000472.1	55538175	55537252	55537207	55538095	-	2.9e-209	914	888
223	CM000472.1	120382500	120383423	120382442	120383423	+	7.3e-207	920	981
224	CM000472.1	120382500	120383423	120382460	120383423	+	7.3e-207	920	963
225	CM000472.1	120382500	120383423	120382493	120383423	+	7.3e-207	920	930
226	CM000472.1	54538515	54537586	54537582	54538512	-	1.3e-206	924	930
227	CM000472.1	6600887	6601813	6600832	6601825	+	2.6e-205	918	993
228	CM000472.1	6600887	6601813	6600880	6601825	+	2.6e-205	918	945
229	CM000472.1	55558412	55559336	55558394	55559342	+	7.9e-205	917	948
230	CM000472.1	55558412	55559336	55558433	55559342	+	7.9e-205	917	909
231	CM000472.1	54330066	54330992	54330020	54330998	+	1.1e-204	919	978
232	CM000472.1	54330066	54330992	54330059	54330998	+	1.1e-204	919	939
233	CM000472.1	52091084	52090158	52090145	52091090	-	1.9e-203	920	945
234	CM000472.1	52747310	52746385	52746383	52747337	-	5.2e-203	916	954
235	CM000472.1	52747310	52746385	52746383	52747334	-	5.2e-203	916	951
236	CM000472.1	52747310	52746385	52746383	52747325	-	5.2e-203	916	942
237	CM000472.1	51907874	51908799	51907867	51908803	+	1.9e-202	911	936
238	CM000472.1	6556459	6557390	6556428	6557403	+	1.1e-199	919	975
239	CM000472.1	6556459	6557390	6556455	6557403	+	1.1e-199	919	948
240	CM000472.1	6556459	6557390	6556458	6557403	+	1.1e-199	919	945
241	CM000472.1	6549526	6550451	6549561	6550473	+	9.8e-199	911	912
242	CM000472.1	51923642	51924567	51923635	51924571	+	1.1e-198	911	936
243	CM000472.1	52480022	52480945	52480014	52480944	+	5.1e-198	914	930
244	CM000472.1	120122834	120121909	120121913	120122840	-	8.5e-198	918	927
245	CM000472.1	120122834	120121909	120121913	120122834	-	8.5e-198	918	921
246	CM000472.1	120122834	120121909	120121913	120122819	-	8.5e-198	918	906
247	CM000472.1	52472416	52473340	52472393	52473368	+	1.8e-197	913	975
248	CM000472.1	52472416	52473340	52472408	52473368	+	1.8e-197	913	960
249	CM000472.1	52472416	52473340	52472480	52473368	+	1.8e-197	913	888
250	CM000472.1	54319417	54318491	54318484	54319462	-	3.3e-197	920	978
251	CM000472.1	54319417	54318491	54318484	54319423	-	3.3e-197	920	939
252	CM000472.1	119717899	119718825	119717892	119718837	+	1.9e-196	920	945
253	CM000472.1	120356028	120355099	120355095	120356028	-	7.4e-196	925	933
254	CM000472.1	52595727	52594798	52594791	52595727	-	1.8e-195	924	936
255	CM000472.1	120076680	120077606	120076568	120077609	+	4.7e-194	920	1041
256	CM000472.1	120076680	120077606	120076637	120077609	+	4.7e-194	920	972
257	CM000472.1	120076680	120077606	120076673	120077609	+	4.7e-194	920	936
258	CM000472.1	6525896	6526822	6525877	6526843	+	1.6e-193	914	966
259	CM000472.1	6525896	6526822	6525889	6526843	+	1.6e-193	914	954
260	CM000472.1	6525896	6526822	6525931	6526843	+	1.6e-193	914	912
261	CM000472.1	119827061	119827982	119827060	119827996	+	2.2e-193	913	936
262	CM000472.1	52647949	52647027	52647037	52647955	-	2.7e-193	917	918
263	CM000472.1	54518649	54517720	54517701	54518646	-	4.2e-193	924	945
264	CM000472.1	120036441	120037366	120036395	120037310	+	9.5e-193	919	915
265	CM000472.1	120036441	120037366	120036434	120037310	+	9.5e-193	919	876
266	CM000472.1	54234615	54233690	54233676	54234621	-	1.1e-192	913	945
267	CM000472.1	54234615	54233690	54233676	54234579	-	1.1e-192	913	903
268	CM000472.1	54234615	54233690	54233676	54234570	-	1.1e-192	913	894
269	CM000472.1	119850475	119849553	119849539	119850475	-	3.7e-192	912	936
270	CM000472.1	52522613	52521690	52521644	52522619	-	1e-191	910	975
271	CM000472.1	47949185	47950101	47949184	47950114	+	1.1e-191	915	930
272	CM000472.1	52718364	52717441	52717424	52718372	-	2.2e-191	913	948
273	CM000472.1	120253016	120252090	120252086	120253028	-	3.8e-191	918	942
274	CM000472.1	120253016	120252090	120252086	120253022	-	3.8e-191	918	936
275	CM000472.1	120061387	120062313	120061380	120062316	+	4.9e-191	920	936
276	CM000472.1	52682433	52681505	52681489	52682437	-	1e-190	914	948
277	CM000472.1	119834483	119835406	119834482	119835418	+	1.8e-190	913	936
278	CM000472.1	120026464	120027389	120026457	120027390	+	3.8e-190	915	933
279	CM000472.1	52859731	52858814	52858798	52859782	-	4.1e-190	902	984
280	CM000472.1	52859731	52858814	52858798	52859737	-	4.1e-190	902	939
281	CM000472.1	51916034	51916962	51916026	51916968	+	1.7e-188	915	942
282	CM000472.1	51747759	51748676	51747758	51748694	+	4.7e-188	919	936
283	CM000472.1	47977447	47978362	47977463	47978375	+	1.4e-187	909	912
284	CM000472.1	7514306	7513379	7513375	7514311	-	8e-187	923	936
285	CM000472.1	120236828	120235906	120235904	120236834	-	2e-186	915	930
286	CM000472.1	54474309	54473383	54473364	54474309	-	1.1e-185	920	945
287	CM000472.1	52218839	52219761	52218829	52219768	+	1.2e-185	918	939
288	CM000472.1	52218839	52219761	52218832	52219768	+	1.2e-185	918	936
289	CM000472.1	52387838	52386916	52386908	52387844	-	2.5e-185	918	936
290	CM000472.1	120209275	120208351	120208336	120209278	-	2.9e-185	919	942
291	CM000472.1	6572352	6571434	6571431	6572358	-	6e-185	913	927
292	CM000472.1	54305771	54306696	54305764	54306709	+	8.6e-185	917	945
293	CM000472.1	52201525	52202447	52201515	52202454	+	6.9e-184	918	939
294	CM000472.1	52201525	52202447	52201518	52202454	+	6.9e-184	918	936
295	CM000472.1	52201525	52202447	52201560	52202454	+	6.9e-184	918	894
296	CM000472.1	7627769	7626843	7626830	7627775	-	8.8e-184	920	945
297	CM000472.1	52329983	52329057	52329026	52330106	-	1.3e-183	922	1080
298	CM000472.1	52329983	52329057	52329026	52330031	-	1.3e-183	922	1005
299	CM000472.1	52329983	52329057	52329026	52330016	-	1.3e-183	922	990
300	CM000472.1	52329983	52329057	52329026	52329983	-	1.3e-183	922	957
301	CM000472.1	119841093	119842015	119841092	119842028	+	4.8e-183	913	936
302	CM000472.1	119841093	119842015	119841128	119842028	+	4.8e-183	913	900
303	CM000472.1	51762020	51762936	51762019	51762949	+	5.7e-183	917	930
304	CM000472.1	48038601	48039516	48038599	48039529	+	8.1e-183	909	930
305	CM000472.1	119751093	119752009	119751086	119752043	+	2.5e-182	918	957
306	CM000472.1	50720209	50719292	50719279	50720209	-	3.3e-182	921	930
307	CM000472.1	50720209	50719292	50719279	50720191	-	3.3e-182	921	912
308	CM000472.1	52032856	52031930	52031923	52032868	-	7.1e-182	916	945
309	CM000472.1	55479700	55480625	55479691	55480627	+	1.2e-181	918	936
310	CM000472.1	120132151	120131227	120131222	120132158	-	1.4e-181	914	936
311	CM000472.1	120195285	120194362	120194346	120195288	-	1.7e-181	919	942
312	CM000472.1	51651307	51652226	51651204	51652257	+	1.9e-181	918	1053
313	CM000472.1	51651307	51652226	51651210	51652257	+	1.9e-181	918	1047
314	CM000472.1	51651307	51652226	51651267	51652257	+	1.9e-181	918	990
315	CM000472.1	51651307	51652226	51651306	51652257	+	1.9e-181	918	951
316	CM000472.1	51891979	51892904	51891966	51892911	+	3.3e-181	915	945
317	CM000472.1	51891979	51892904	51891969	51892911	+	3.3e-181	915	942
318	CM000472.1	51891979	51892904	51891972	51892911	+	3.3e-181	915	939
319	CM000472.1	51891979	51892904	51891993	51892911	+	3.3e-181	915	918
320	CM000472.1	47996238	47997147	47996229	47997147	+	4.6e-181	911	918
321	CM000472.1	119618258	119617333	119617314	119618256	-	6.3e-181	920	942
322	CM000472.1	52126888	52127816	52126883	52127858	+	2e-180	922	975
323	CM000472.1	52126888	52127816	52126904	52127858	+	2e-180	922	954
324	CM000472.1	119806582	119805665	119805652	119806651	-	4.5e-180	916	999
325	CM000472.1	48057414	48058322	48057324	48058314	+	6.7e-180	905	990
326	CM000472.1	48057414	48058322	48057345	48058314	+	6.7e-180	905	969
327	CM000472.1	48057414	48058322	48057405	48058314	+	6.7e-180	905	909
328	CM000472.1	48057414	48058322	48057438	48058314	+	6.7e-180	905	876
329	CM000472.1	52189787	52190710	52189780	52190713	+	2.3e-179	917	933
330	CM000472.1	51935178	51936103	51935165	51936152	+	3.4e-179	917	987
331	CM000472.1	52234169	52233244	52233227	52234175	-	1.2e-178	910	948
332	CM000472.1	52567781	52566857	52566848	52567781	-	5.1e-178	912	933
333	CM000472.1	48098931	48098047	48098025	48099006	-	6.7e-178	907	981
334	CM000472.1	52273053	52273978	52273046	52273985	+	7.4e-178	915	939
335	CM000472.1	52150869	52151792	52150861	52151800	+	9.7e-178	914	939
336	CM000472.1	52574874	52573949	52573950	52574874	-	1.3e-177	911	924
337	CM000472.1	7475139	7474232	7474183	7475152	-	1.8e-177	922	969
338	CM000472.1	7475139	7474232	7474183	7475059	-	1.8e-177	922	876
339	CM000472.1	52442864	52443778	52442890	52443790	+	6.3e-177	901	900
340	CM000472.1	52816382	52817306	52816376	52817294	+	6.4e-177	922	918
341	CM000472.1	54294727	54295650	54294720	54295653	+	9.3e-177	918	933
342	CM000472.1	54294727	54295650	54294729	54295653	+	9.3e-177	918	924
343	CM000472.1	52011052	52010126	52010125	52011058	-	1.4e-176	915	933
344	CM000472.1	55630223	55631138	55630216	55631161	+	3.2e-176	914	945
345	CM000472.1	52064951	52064026	52064024	52064930	-	3.5e-175	910	906
346	CM000472.1	52349214	52350135	52349117	52350140	+	3.9e-175	908	1023
347	CM000472.1	52349214	52350135	52349171	52350140	+	3.9e-175	908	969
348	CM000472.1	52349214	52350135	52349237	52350140	+	3.9e-175	908	903
349	CM000472.1	7616891	7615965	7615952	7616897	-	4.6e-175	918	945
350	CM000472.1	54147803	54148729	54147790	54148744	+	1.2e-174	904	954
351	CM000472.1	54147803	54148729	54147835	54148744	+	1.2e-174	904	909
352	CM000472.1	54147803	54148729	54147838	54148744	+	1.2e-174	904	906
353	CM000472.1	52372462	52373388	52372419	52373400	+	1.9e-174	916	981
354	CM000472.1	52372462	52373388	52372440	52373400	+	1.9e-174	916	960
355	CM000472.1	52372462	52373388	52372485	52373400	+	1.9e-174	916	915
356	CM000472.1	53983230	53982306	53982297	53983257	-	2.7e-174	906	960
357	CM000472.1	55618889	55619807	55618883	55619819	+	4.4e-174	915	936
358	CM000472.1	49691168	49692085	49691167	49692097	+	6.2e-174	924	930
359	CM000472.1	52805302	52806226	52805296	52806214	+	9.2e-174	922	918
360	CM000472.1	55828567	55827641	55827643	55828573	-	4.3e-173	912	930
361	CM000472.1	55828567	55827641	55827643	55828546	-	4.3e-173	912	903
362	CM000472.1	49721208	49720290	49720277	49721207	-	1.2e-172	923	930
363	CM000472.1	52415095	52416016	52415087	52416026	+	3.3e-172	909	939
364	CM000472.1	6448717	6447791	6447771	6448821	-	5.3e-172	915	1050
365	CM000472.1	6448717	6447791	6447771	6448722	-	5.3e-172	915	951
366	CM000472.1	52856151	52857068	52856145	52857066	+	3.6e-171	912	921
