count	sca	fr	to	real_fr	real_to	strand	evalue	hmmlen	len_cds
81	JAAFGN010002872.1	1521	626	1549	610	-	2.6e-40	867	939
82	JAAFGN010003195.1	37890	36964	37923	36960	-	3e-96	909	963
83	JAAFGN010003195.1	23191	22265	23224	22261	-	3.1e-93	909	963
84	JAAFGN010003195.1	68969	68051	69004	68047	-	2.6e-91	909	957
85	JAAFGN010003195.1	50730	49812	50771	49808	-	1.3e-86	895	963
86	JAAFGN010003206.1	8240	7335	8278	7285	-	6.7e-68	871	993
87	JAAFGN010003206.1	8240	7335	8257	7285	-	6.7e-68	871	972
88	JAAFGN010003588.1	37550	38475	37530	38478	+	1.2e-117	910	948
89	JAAFGN010003588.1	3759	4681	3736	4702	+	9.4e-117	903	966
90	JAAFGN010003588.1	32922	33845	32900	33866	+	8e-109	908	966
91	JAAFGN010003588.1	47468	48393	47439	48396	+	1e-108	911	957
92	JAAFGN010003588.1	47468	48393	47448	48396	+	1e-108	911	948
93	JAAFGN010003588.1	26559	27480	26446	27502	+	4.1e-107	901	1056
94	JAAFGN010003588.1	26559	27480	26536	27502	+	4.1e-107	901	966
95	JAAFGN010003588.1	11592	12515	11570	12515	+	5.1e-105	907	945
96	JAAFGN010003588.1	54893	55816	54856	55819	+	6e-105	909	963
97	JAAFGN010003588.1	54893	55816	54871	55819	+	6e-105	909	948
98	JAAFGN010003588.1	41919	42842	41889	42846	+	1e-104	894	957
99	JAAFGN010003588.1	41919	42842	41898	42846	+	1e-104	894	948
100	JAAFGN010003588.1	17364	18286	17341	18307	+	1.9e-99	907	966
101	JAAFGN010003588.1	67251	68159	67222	68152	+	1.3e-92	876	930
102	JAAFGN010003917.1	57703	56770	57774	56736	-	7.3e-146	910	1038
103	JAAFGN010003917.1	57703	56770	57726	56736	-	7.3e-146	910	990
104	JAAFGN010003917.1	57703	56770	57636	56736	-	7.3e-146	910	900
105	JAAFGN010004497.1	37773	38693	37720	38731	+	3.6e-103	902	1011
106	JAAFGN010004497.1	37773	38693	37741	38731	+	3.6e-103	902	990
107	JAAFGN010004497.1	37773	38693	37750	38731	+	3.6e-103	902	981
108	JAAFGN010004497.1	62523	63443	62470	63481	+	2e-101	900	1011
109	JAAFGN010004497.1	62523	63443	62491	63481	+	2e-101	900	990
110	JAAFGN010004497.1	62523	63443	62500	63481	+	2e-101	900	981
111	JAAFGN010004497.1	31374	32292	31317	32328	+	5e-100	903	1011
112	JAAFGN010004497.1	31374	32292	31338	32328	+	5e-100	903	990
113	JAAFGN010004497.1	31374	32292	31434	32328	+	5e-100	903	894
114	JAAFGN010004497.1	8017	8922	7962	8973	+	7.6e-98	863	1011
115	JAAFGN010004497.1	8017	8922	7983	8973	+	7.6e-98	863	990
116	JAAFGN010004497.1	8017	8922	8079	8973	+	7.6e-98	863	894
117	JAAFGN010005452.1	31281	32218	31151	32258	+	3.4e-166	917	1107
118	JAAFGN010005452.1	31281	32218	31157	32258	+	3.4e-166	917	1101
119	JAAFGN010005452.1	31281	32218	31217	32258	+	3.4e-166	917	1041
120	JAAFGN010005452.1	31281	32218	31271	32258	+	3.4e-166	917	987
121	JAAFGN010005452.1	31281	32218	31364	32258	+	3.4e-166	917	894
122	JAAFGN010005452.1	49068	50006	49059	50046	+	3.9e-160	919	987
123	JAAFGN010005452.1	49068	50006	49152	50046	+	3.9e-160	919	894
124	JAAFGN010005452.1	51773	52713	51763	52717	+	5.1e-151	926	954
125	JAAFGN010005452.1	51773	52713	51766	52717	+	5.1e-151	926	951
126	JAAFGN010005452.1	51773	52713	51772	52717	+	5.1e-151	926	945
127	JAAFGN010005452.1	44177	45085	44113	45130	+	1.2e-139	905	1017
128	JAAFGN010005452.1	44177	45085	44125	45130	+	1.2e-139	905	1005
129	JAAFGN010005452.1	44177	45085	44167	45130	+	1.2e-139	905	963
130	JAAFGN010005452.1	15539	14623	15565	14638	-	1.1e-72	902	927
131	JAAFGN010005452.1	7386	6468	7412	6455	-	2.8e-71	911	957
132	JAAFGN010005452.1	23957	23046	23981	23036	-	3.5e-70	889	945
133	JAAFGN010005452.1	23957	23046	23957	23036	-	3.5e-70	889	921
134	JAAFGN010005452.1	3064	2150	3083	2141	-	4e-61	891	942
135	JAAFGN010005471.1	48779	49700	48679	49702	+	4.5e-132	895	1023
136	JAAFGN010005471.1	48779	49700	48763	49702	+	4.5e-132	895	939
137	JAAFGN010005471.1	55541	56442	55504	56443	+	1.2e-129	892	939
138	JAAFGN010005471.1	41912	41068	42005	41060	-	1.6e-99	835	945
139	JAAFGN010005471.1	41912	41068	41966	41060	-	1.6e-99	835	906
140	JAAFGN010005983.1	10570	9647	10588	9640	-	3.8e-77	922	948
141	JAAFGN010005983.1	10570	9647	10570	9640	-	3.8e-77	922	930
142	JAAFGN010005983.1	10570	9647	10546	9640	-	3.8e-77	922	906
143	JAAFGN010005983.1	43915	43043	43965	42981	-	8.1e-77	831	984
144	JAAFGN010005983.1	43915	43043	43935	42981	-	8.1e-77	831	954
145	JAAFGN010005983.1	43915	43043	43863	42981	-	8.1e-77	831	882
146	JAAFGN010005983.1	48388	47530	48453	47493	-	9.8e-68	828	960
147	JAAFGN010005983.1	36136	37063	36135	37056	+	1.7e-61	905	921
148	JAAFGN010005983.1	25264	24448	25327	24391	-	1.7e-54	778	936
149	JAAFGN010005983.1	25264	24448	25297	24391	-	1.7e-54	778	906
150	JAAFGN010005983.1	14668	13742	14668	13735	-	1.5e-50	919	933
151	JAAFGN010005983.1	21038	20112	21038	20105	-	6.5e-49	917	933
152	JAAFGN010006073.1	41467	40535	41494	40519	-	1.6e-119	920	975
153	JAAFGN010006073.1	50802	49904	50863	49873	-	1.9e-116	868	990
154	JAAFGN010006073.1	587	1497	540	1521	+	1.4e-96	899	981
155	JAAFGN010006073.1	587	1497	573	1521	+	1.4e-96	899	948
156	JAAFGN010006073.1	7041	7951	6994	7975	+	9.4e-95	899	981
157	JAAFGN010006073.1	7041	7951	7018	7975	+	9.4e-95	899	957
158	JAAFGN010006073.1	7041	7951	7027	7975	+	9.4e-95	899	948
159	JAAFGN010006073.1	30087	30978	30040	31012	+	1.2e-91	883	972
160	JAAFGN010006073.1	30087	30978	30073	31012	+	1.2e-91	883	939
161	JAAFGN010006073.1	33332	34242	33285	34266	+	3.1e-88	896	981
162	JAAFGN010006073.1	33332	34242	33318	34266	+	3.1e-88	896	948
163	JAAFGN010006073.1	24533	25441	24486	25467	+	8.9e-86	895	981
164	JAAFGN010006073.1	24533	25441	24519	25467	+	8.9e-86	895	948
165	JAAFGN010006287.1	20682	21601	20646	21639	+	1.4e-88	906	993
166	JAAFGN010006287.1	20682	21601	20721	21639	+	1.4e-88	906	918
167	JAAFGN010006287.1	14302	15199	14259	15252	+	1.1e-86	859	993
168	JAAFGN010006287.1	14302	15199	14268	15252	+	1.1e-86	859	984
169	JAAFGN010006287.1	14302	15199	14346	15252	+	1.1e-86	859	906
170	JAAFGN010006287.1	40981	41902	40947	41940	+	1.5e-85	909	993
171	JAAFGN010006287.1	40981	41902	41022	41940	+	1.5e-85	909	918
172	JAAFGN010006287.1	40981	41902	41046	41940	+	1.5e-85	909	894
173	JAAFGN010006287.1	2667	3588	2633	3626	+	1.6e-84	907	993
174	JAAFGN010006287.1	2667	3588	2708	3626	+	1.6e-84	907	918
175	JAAFGN010006287.1	2667	3588	2732	3626	+	1.6e-84	907	894
176	JAAFGN010007021.1	19414	18496	19450	18484	-	9.2e-97	901	966
177	JAAFGN010007021.1	19414	18496	19375	18484	-	9.2e-97	901	891
178	JAAFGN010007021.1	25574	24653	25607	24614	-	4.1e-92	908	993
179	JAAFGN010007021.1	25574	24653	25508	24614	-	4.1e-92	908	894
180	JAAFGN010007021.1	45758	44852	45794	44801	-	8.9e-92	861	993
181	JAAFGN010007021.1	37315	36395	37349	36356	-	6.9e-91	902	993
182	JAAFGN010007021.1	37315	36395	37244	36356	-	6.9e-91	902	888
183	JAAFGN010007021.1	15341	14419	15374	14381	-	8.7e-88	909	993
184	JAAFGN010007021.1	15341	14419	15362	14381	-	8.7e-88	909	981
185	JAAFGN010007021.1	15341	14419	15275	14381	-	8.7e-88	909	894
186	JAAFGN010007639.1	15181	14275	15195	14235	-	6.8e-145	903	960
187	JAAFGN010007639.1	15181	14275	15111	14235	-	6.8e-145	903	876
188	JAAFGN010007639.1	3052	3958	3037	3997	+	1.2e-139	905	960
189	JAAFGN010007639.1	3052	3958	3043	3997	+	1.2e-139	905	954
190	JAAFGN010007639.1	3052	3958	3094	3997	+	1.2e-139	905	903
191	JAAFGN010007639.1	25193	24269	25207	24268	-	2.5e-120	898	939
192	JAAFGN010007639.1	30479	29541	30479	29540	-	5.2e-120	928	939
193	JAAFGN010007639.1	39622	38692	39628	38689	-	1.7e-119	902	939
194	JAAFGN010007639.1	8823	7885	8865	7881	-	8e-118	913	984
195	JAAFGN010007639.1	8823	7885	8823	7881	-	8e-118	913	942
196	JAAFGN010007639.1	48133	47205	48138	47202	-	7.6e-117	905	936
197	JAAFGN010008028.1	29269	28353	29312	28349	-	4e-117	868	963
198	JAAFGN010008028.1	36580	35648	36607	35611	-	7.1e-115	918	996
199	JAAFGN010008028.1	19326	20236	19198	20260	+	7.2e-94	895	1062
200	JAAFGN010008028.1	19326	20236	19279	20260	+	7.2e-94	895	981
201	JAAFGN010008028.1	13840	14748	13793	14774	+	2.2e-86	895	981
202	JAAFGN010010046.1	22984	23907	22950	23943	+	2.4e-101	909	993
203	JAAFGN010010046.1	22984	23907	23025	23943	+	2.4e-101	909	918
204	JAAFGN010010046.1	22984	23907	23049	23943	+	2.4e-101	909	894
205	JAAFGN010010046.1	29851	30773	29751	30810	+	2.3e-98	902	1059
206	JAAFGN010010046.1	29851	30773	29817	30810	+	2.3e-98	902	993
207	JAAFGN010010046.1	29851	30773	29916	30810	+	2.3e-98	902	894
208	JAAFGN010010046.1	10444	11355	10400	11393	+	6.2e-95	895	993
209	JAAFGN010010046.1	10444	11355	10475	11393	+	6.2e-95	895	918
210	JAAFGN010010046.1	10444	11355	10499	11393	+	6.2e-95	895	894
211	JAAFGN010010407.1	21690	22552	21614	22550	+	1.9e-88	831	936
212	JAAFGN010010407.1	21690	22552	21623	22550	+	1.9e-88	831	927
213	JAAFGN010010407.1	29035	29848	28965	29919	+	3.9e-74	790	954
214	JAAFGN010010407.1	25388	26186	25263	26244	+	5.6e-69	759	981
215	JAAFGN010010929.1	36457	35535	36486	35496	-	2.8e-125	902	990
216	JAAFGN010010929.1	27113	26193	27148	26155	-	5.2e-98	908	993
217	JAAFGN010010929.1	27113	26193	27073	26155	-	5.2e-98	908	918
218	JAAFGN010011277.1	23664	22813	23751	22806	-	8e-113	823	945
219	JAAFGN010011277.1	30202	29350	30287	29342	-	1e-100	823	945
220	JAAFGN010011277.1	10463	11300	10372	11374	+	4.4e-88	795	1002
221	JAAFGN010011277.1	10463	11300	10432	11374	+	4.4e-88	795	942
222	JAAFGN010011277.1	18793	19649	18699	19701	+	4.2e-84	831	1002
223	JAAFGN010011277.1	18793	19649	18759	19701	+	4.2e-84	831	942
224	JAAFGN010011277.1	14049	14897	13987	14956	+	6.5e-80	810	969
225	JAAFGN010011277.1	14049	14897	14014	14956	+	6.5e-80	810	942
226	JAAFGN010011277.1	35338	34491	35470	34486	-	3.1e-67	836	984
227	JAAFGN010011277.1	35338	34491	35437	34486	-	3.1e-67	836	951
228	JAAFGN010011836.1	8716	9624	8662	9673	+	3.5e-106	865	1011
229	JAAFGN010011836.1	8716	9624	8683	9673	+	3.5e-106	865	990
230	JAAFGN010011836.1	23763	24682	23710	24721	+	1.2e-104	882	1011
231	JAAFGN010011836.1	23763	24682	23731	24721	+	1.2e-104	882	990
232	JAAFGN010011836.1	13000	13914	12946	13951	+	3.6e-98	907	1005
233	JAAFGN010011836.1	13000	13914	12967	13951	+	3.6e-98	907	984
234	JAAFGN010011836.1	31462	32379	31411	32416	+	3e-92	914	1005
235	JAAFGN010011836.1	31462	32379	31432	32416	+	3e-92	914	984
236	JAAFGN010012821.1	10259	11190	10253	11192	+	2.9e-125	901	939
237	JAAFGN010012821.1	10259	11190	10289	11192	+	2.9e-125	901	903
238	JAAFGN010012821.1	21602	22533	21596	22538	+	3.4e-122	900	942
239	JAAFGN010012821.1	26023	26972	26022	26961	+	2.8e-120	923	939
240	JAAFGN010012821.1	4751	5681	4745	5684	+	3.8e-119	901	939
241	JAAFGN010012821.1	4751	5681	4781	5684	+	3.8e-119	901	903
242	JAAFGN010012821.1	14186	15119	14180	15122	+	1.7e-116	904	942
243	JAAFGN010013158.1	18432	19276	18344	19280	+	3.7e-117	814	936
244	JAAFGN010013158.1	13528	14379	13441	14386	+	1.1e-98	823	945
245	JAAFGN010013158.1	23274	22415	23364	22362	-	1.3e-88	831	1002
246	JAAFGN010013158.1	23274	22415	23304	22362	-	1.3e-88	831	942
247	JAAFGN010013158.1	30001	30863	29918	30869	+	8.4e-64	836	951
248	JAAFGN010013281.1	26801	27727	26790	27729	+	2.8e-123	898	939
249	JAAFGN010013281.1	11231	12150	11213	12152	+	3.5e-121	894	939
250	JAAFGN010013281.1	16883	17810	16876	17812	+	1.1e-117	898	936
251	JAAFGN010013765.1	5922	4990	5938	4954	-	8.9e-147	910	984
252	JAAFGN010013765.1	23666	24596	23641	24631	+	1.2e-134	906	990
253	JAAFGN010013765.1	27781	28711	27756	28746	+	1.8e-133	906	990
254	JAAFGN010013765.1	12999	12078	13040	12008	-	4.6e-103	908	1032
255	JAAFGN010013765.1	12999	12078	12884	12008	-	4.6e-103	908	876
256	JAAFGN010014013.1	10912	11833	10878	11871	+	5.5e-93	908	993
257	JAAFGN010014013.1	10912	11833	10953	11871	+	5.5e-93	908	918
258	JAAFGN010014013.1	10912	11833	10977	11871	+	5.5e-93	908	894
259	JAAFGN010014013.1	25665	26574	25631	26624	+	4.4e-89	861	993
260	JAAFGN010014013.1	25665	26574	25730	26624	+	4.4e-89	861	894
261	JAAFGN010014300.1	3634	4505	3552	4581	+	1e-56	872	1029
262	JAAFGN010014300.1	3634	4505	3582	4581	+	1e-56	872	999
263	JAAFGN010014300.1	3634	4505	3633	4581	+	1e-56	872	948
264	JAAFGN010014300.1	3634	4505	3684	4581	+	1e-56	872	897
265	JAAFGN010014543.1	14069	13164	14104	13117	-	2.9e-91	867	987
266	JAAFGN010014543.1	14069	13164	14095	13117	-	2.9e-91	867	978
267	JAAFGN010014543.1	14069	13164	14029	13117	-	2.9e-91	867	912
268	JAAFGN010014543.1	14069	13164	14005	13117	-	2.9e-91	867	888
269	JAAFGN010014543.1	8555	7648	8593	7600	-	3.7e-86	872	993
270	JAAFGN010014543.1	8555	7648	8584	7600	-	3.7e-86	872	984
271	JAAFGN010014543.1	8555	7648	8581	7600	-	3.7e-86	872	981
272	JAAFGN010014543.1	8555	7648	8518	7600	-	3.7e-86	872	918
273	JAAFGN010014543.1	21470	20600	21473	20561	-	1.4e-84	849	912
274	JAAFGN010015249.1	17581	18511	17580	18513	+	7.8e-53	910	933
275	JAAFGN010015249.1	17581	18511	17613	18513	+	7.8e-53	910	900
276	JAAFGN010015249.1	32782	33640	32708	33650	+	8.9e-48	805	942
277	JAAFGN010015426.1	4480	3565	4602	3543	-	8e-92	897	1059
278	JAAFGN010015426.1	4480	3565	4524	3543	-	8e-92	897	981
279	JAAFGN010015426.1	25401	24491	25528	24454	-	2e-88	896	1074
280	JAAFGN010015426.1	25401	24491	25447	24454	-	2e-88	896	993
281	JAAFGN010015426.1	13088	12176	13221	12123	-	1.1e-82	894	1098
282	JAAFGN010015426.1	13088	12176	13134	12123	-	1.1e-82	894	1011
283	JAAFGN010015426.1	13088	12176	13125	12123	-	1.1e-82	894	1002
284	JAAFGN010015956.1	20960	20495	21191	20135	-	2.2e-31	442	1056
285	JAAFGN010015956.1	20960	20495	21164	20135	-	2.2e-31	442	1029
286	JAAFGN010015956.1	20960	20495	21056	20135	-	2.2e-31	442	921
287	JAAFGN010016748.1	20651	21541	20612	21614	+	1.1e-95	866	1002
288	JAAFGN010016748.1	20651	21541	20687	21614	+	1.1e-95	866	927
289	JAAFGN010016748.1	20651	21541	20711	21614	+	1.1e-95	866	903
290	JAAFGN010016768.1	30746	29835	30770	29825	-	4e-71	889	945
291	JAAFGN010016768.1	30746	29835	30746	29825	-	4e-71	889	921
292	JAAFGN010016768.1	16077	15163	16096	15154	-	3.9e-62	893	942
293	JAAFGN010016768.1	6750	5831	6770	5828	-	1.6e-56	894	942
294	JAAFGN010017382.1	28025	27103	28025	27095	-	3.8e-75	922	930
295	JAAFGN010017382.1	28025	27103	28001	27095	-	3.8e-75	922	906
296	JAAFGN010017382.1	2704	1779	2704	1765	-	4e-71	918	939
297	JAAFGN010017382.1	2704	1779	2680	1765	-	4e-71	918	915
298	JAAFGN010017382.1	2704	1779	2674	1765	-	4e-71	918	909
299	JAAFGN010017702.1	13040	13951	13007	14000	+	4.2e-88	868	993
300	JAAFGN010017702.1	13040	13951	13082	14000	+	4.2e-88	868	918
301	JAAFGN010017702.1	13040	13951	13106	14000	+	4.2e-88	868	894
302	JAAFGN010018150.1	15820	16740	15785	16751	+	1.3e-95	908	966
303	JAAFGN010018150.1	15820	16740	15794	16751	+	1.3e-95	908	957
304	JAAFGN010018150.1	15820	16740	15860	16751	+	1.3e-95	908	891
305	JAAFGN010018150.1	11553	12474	11519	12512	+	1.7e-93	906	993
306	JAAFGN010018150.1	11553	12474	11594	12512	+	1.7e-93	906	918
307	JAAFGN010018150.1	11553	12474	11618	12512	+	1.7e-93	906	894
308	JAAFGN010018391.1	25233	26155	25180	26188	+	4.9e-108	912	1008
309	JAAFGN010018391.1	25233	26155	25201	26188	+	4.9e-108	912	987
310	JAAFGN010018391.1	25233	26155	25210	26188	+	4.9e-108	912	978
311	JAAFGN010018391.1	18347	19254	18288	19305	+	1.4e-94	869	1017
312	JAAFGN010018391.1	18347	19254	18312	19305	+	1.4e-94	869	993
313	JAAFGN010018391.1	18347	19254	18387	19305	+	1.4e-94	869	918
314	JAAFGN010018391.1	11175	12079	11138	12131	+	2.1e-82	864	993
315	JAAFGN010018391.1	11175	12079	11213	12131	+	2.1e-82	864	918
316	JAAFGN010018986.1	5997	6920	5996	6917	+	2.1e-35	921	921
317	JAAFGN010018986.1	5997	6920	6038	6917	+	2.1e-35	921	879
318	JAAFGN010019294.1	8217	7286	8217	7278	-	1.4e-50	923	939
319	JAAFGN010019294.1	8217	7286	8196	7278	-	1.4e-50	923	918
320	JAAFGN010019294.1	8217	7286	8184	7278	-	1.4e-50	923	906
321	JAAFGN010019307.1	7307	6377	7307	6374	-	3.2e-52	910	933
322	JAAFGN010019307.1	13477	12620	13551	12609	-	1.7e-51	808	942
323	JAAFGN010019307.1	26296	25554	26371	25354	-	3.2e-50	743	1017
324	JAAFGN010019307.1	26296	25554	26296	25354	-	3.2e-50	743	942
325	JAAFGN010019307.1	17579	18296	17554	18493	+	5.5e-42	689	939
326	JAAFGN010019499.1	15072	15992	15019	16030	+	7.2e-103	906	1011
327	JAAFGN010019499.1	15072	15992	15136	16030	+	7.2e-103	906	894
328	JAAFGN010019499.1	3428	4349	3375	4386	+	2.2e-102	907	1011
329	JAAFGN010019499.1	28382	29303	28329	29340	+	2.7e-99	908	1011
330	JAAFGN010019499.1	28382	29303	28350	29340	+	2.7e-99	908	990
331	JAAFGN010019996.1	24869	25803	24858	25815	+	1e-132	921	957
332	JAAFGN010019996.1	1317	2251	1304	2255	+	2.4e-126	921	951
333	JAAFGN010019996.1	11841	12775	11828	12779	+	2.6e-126	921	951
334	JAAFGN010020489.1	2381	1450	2381	1442	-	7e-55	924	939
335	JAAFGN010020489.1	2381	1450	2348	1442	-	7e-55	924	906
336	JAAFGN010020489.1	6958	7853	6957	7896	+	3.8e-49	764	939
337	JAAFGN010020489.1	6958	7853	6978	7896	+	3.8e-49	764	918
338	JAAFGN010020489.1	6958	7853	6990	7896	+	3.8e-49	764	906
339	JAAFGN010020604.1	8553	9490	8441	9530	+	4.2e-164	918	1089
340	JAAFGN010020604.1	8553	9490	8462	9530	+	4.2e-164	918	1068
341	JAAFGN010020604.1	8553	9490	8489	9530	+	4.2e-164	918	1041
342	JAAFGN010020604.1	8553	9490	8501	9530	+	4.2e-164	918	1029
343	JAAFGN010020604.1	8553	9490	8543	9530	+	4.2e-164	918	987
344	JAAFGN010020604.1	8553	9490	8636	9530	+	4.2e-164	918	894
345	JAAFGN010020604.1	22208	23144	22144	23185	+	3.2e-161	918	1041
346	JAAFGN010020604.1	22208	23144	22156	23185	+	3.2e-161	918	1029
347	JAAFGN010020604.1	22208	23144	22198	23185	+	3.2e-161	918	987
348	JAAFGN010020604.1	22208	23144	22291	23185	+	3.2e-161	918	894
349	JAAFGN010020604.1	12548	13485	12484	13534	+	3.6e-159	920	1050
350	JAAFGN010020604.1	12548	13485	12496	13534	+	3.6e-159	920	1038
351	JAAFGN010020604.1	12548	13485	12538	13534	+	3.6e-159	920	996
352	JAAFGN010020604.1	12548	13485	12631	13534	+	3.6e-159	920	903
353	JAAFGN010020604.1	17535	18468	17471	18512	+	5.2e-158	905	1041
354	JAAFGN010020604.1	17535	18468	17483	18512	+	5.2e-158	905	1029
355	JAAFGN010020604.1	17535	18468	17525	18512	+	5.2e-158	905	987
356	JAAFGN010020604.1	17535	18468	17618	18512	+	5.2e-158	905	894
357	JAAFGN010020762.1	11214	12143	11213	12155	+	3.6e-56	906	942
358	JAAFGN010020762.1	17107	18038	17106	18045	+	4.8e-55	915	939
