count	sca	fr	to	real_fr	real_to	strand	evalue	hmmlen	len_cds
26	JAAFGN010001080.1	84307	85261	84306	85257	+	9.7e-133	950	951
27	JAAFGN010001080.1	84307	85261	84330	85257	+	9.7e-133	950	927
28	JAAFGN010001080.1	64651	65590	64665	65577	+	2.2e-131	921	912
29	JAAFGN010001080.1	70351	71301	70359	71292	+	3.3e-130	936	933
30	JAAFGN010001080.1	31498	32436	31503	32487	+	2.3e-129	923	984
31	JAAFGN010001080.1	31498	32436	31533	32487	+	2.3e-129	923	954
32	JAAFGN010001080.1	31498	32436	31605	32487	+	2.3e-129	923	882
33	JAAFGN010001080.1	54286	55239	54298	55231	+	5e-129	928	933
34	JAAFGN010001080.1	76804	77761	76734	77745	+	1.3e-123	941	1011
35	JAAFGN010001080.1	76804	77761	76812	77745	+	1.3e-123	941	933
36	JAAFGN010001080.1	76804	77761	76866	77745	+	1.3e-123	941	879
37	JAAFGN010001080.1	27015	27927	26994	27954	+	6.4e-122	874	960
38	JAAFGN010001080.1	27015	27927	27024	27954	+	6.4e-122	874	930
39	JAAFGN010001080.1	50778	51674	50764	51688	+	5.4e-107	866	924
40	JAAFGN010001080.1	50778	51674	50794	51688	+	5.4e-107	866	894
41	JAAFGN010001080.1	6652	7602	6648	7629	+	4.4e-106	913	981
42	JAAFGN010001080.1	38482	37559	38485	37561	-	2.5e-104	886	924
43	JAAFGN010001080.1	14897	13931	14897	13949	-	2.8e-89	940	948
44	JAAFGN010001157.1	20756	19789	20765	19808	-	4e-142	945	957
45	JAAFGN010001157.1	20756	19789	20756	19808	-	4e-142	945	948
46	JAAFGN010001157.1	14858	13891	14867	13910	-	5.8e-141	944	957
47	JAAFGN010001157.1	14858	13891	14858	13910	-	5.8e-141	944	948
48	JAAFGN010001157.1	56905	55942	56905	55939	-	1.1e-136	947	966
49	JAAFGN010001157.1	69212	68267	69212	68279	-	7.6e-136	925	933
50	JAAFGN010001157.1	64051	63084	64051	63103	-	9.4e-135	948	948
51	JAAFGN010001157.1	29439	28472	29439	28473	-	2.8e-133	951	966
52	JAAFGN010001157.1	6144	5162	6144	5181	-	2.8e-131	950	963
53	JAAFGN010001157.1	6144	5162	6129	5181	-	2.8e-131	950	948
54	JAAFGN010001157.1	37356	36390	37356	36390	-	3.6e-131	944	966
55	JAAFGN010001157.1	49553	48589	49553	48608	-	1e-130	947	945
56	JAAFGN010001157.1	82169	81206	82174	81217	-	1.6e-128	935	957
57	JAAFGN010001157.1	44194	43228	44194	43228	-	1.9e-128	949	966
58	JAAFGN010001157.1	25067	24113	25085	24119	-	2e-128	928	966
59	JAAFGN010001157.1	25067	24113	25067	24119	-	2e-128	928	948
60	JAAFGN010001157.1	72346	71384	72356	71396	-	5.1e-126	940	960
61	JAAFGN010001157.1	72346	71384	72344	71396	-	5.1e-126	940	948
62	JAAFGN010001157.1	1957	991	1967	1010	-	1.3e-125	949	957
63	JAAFGN010001627.1	7677	8612	7673	8627	+	1e-133	933	954
64	JAAFGN010001627.1	7677	8612	7676	8627	+	1e-133	933	951
65	JAAFGN010001627.1	7677	8612	7700	8627	+	1e-133	933	927
66	JAAFGN010002669.1	77036	78030	77035	78028	+	5.8e-228	943	993
67	JAAFGN010002669.1	77036	78030	77110	78028	+	5.8e-228	943	918
68	JAAFGN010002669.1	77036	78030	77134	78028	+	5.8e-228	943	894
69	JAAFGN010002669.1	15990	16982	15989	16982	+	6.4e-227	943	993
70	JAAFGN010002669.1	15990	16982	16064	16982	+	6.4e-227	943	918
71	JAAFGN010002669.1	71128	72108	71127	72120	+	1.7e-224	942	993
72	JAAFGN010002669.1	71128	72108	71202	72120	+	1.7e-224	942	918
73	JAAFGN010002790.1	31366	30407	31355	30380	-	5.7e-159	927	975
74	JAAFGN010002790.1	31366	30407	31316	30380	-	5.7e-159	927	936
75	JAAFGN010002790.1	22908	21955	22899	21918	-	2e-158	922	981
76	JAAFGN010002790.1	22908	21955	22863	21918	-	2e-158	922	945
77	JAAFGN010002790.1	22908	21955	22860	21918	-	2e-158	922	942
78	JAAFGN010002790.1	39665	38711	39655	38710	-	1.9e-156	922	945
79	JAAFGN010002790.1	39665	38711	39616	38710	-	1.9e-156	922	906
80	JAAFGN010002872.1	11460	10513	11460	10548	-	6.4e-181	943	912
81	JAAFGN010002872.1	18576	19517	18575	19514	+	2.2e-178	940	939
82	JAAFGN010002872.1	75830	74886	75826	74887	-	1e-172	937	939
83	JAAFGN010002872.1	1549	609	1549	610	-	6.6e-170	937	939
84	JAAFGN010002872.1	27991	27058	27991	27061	-	1.2e-169	938	930
85	JAAFGN010002872.1	59031	59967	59030	59972	+	7.2e-169	932	942
86	JAAFGN010002872.1	38859	37920	38859	37926	-	3.4e-168	937	933
87	JAAFGN010002872.1	51566	52514	51577	52516	+	3.3e-166	917	939
88	JAAFGN010003195.1	23211	22244	23224	22261	-	3.3e-128	939	963
89	JAAFGN010003195.1	37910	36942	37923	36960	-	2.1e-127	939	963
90	JAAFGN010003195.1	68994	68028	69004	68047	-	2.6e-125	949	957
91	JAAFGN010003195.1	50758	49790	50771	49808	-	3.1e-123	941	963
92	JAAFGN010003206.1	8271	7312	8278	7285	-	1.8e-105	920	993
93	JAAFGN010003206.1	8271	7312	8257	7285	-	1.8e-105	920	972
94	JAAFGN010003588.1	47449	48416	47439	48396	+	4.1e-141	947	957
95	JAAFGN010003588.1	47449	48416	47448	48396	+	4.1e-141	947	948
96	JAAFGN010003588.1	41899	42866	41889	42846	+	8.4e-140	947	957
97	JAAFGN010003588.1	41899	42866	41898	42846	+	8.4e-140	947	948
98	JAAFGN010003588.1	3737	4700	3736	4702	+	1.9e-134	947	966
99	JAAFGN010003588.1	37531	38503	37530	38478	+	2.3e-133	943	948
100	JAAFGN010003588.1	32901	33866	32900	33866	+	2.1e-131	951	966
101	JAAFGN010003588.1	54872	55839	54856	55819	+	9.5e-131	950	963
102	JAAFGN010003588.1	54872	55839	54871	55819	+	9.5e-131	950	948
103	JAAFGN010003588.1	11571	12531	11570	12515	+	3e-129	941	945
104	JAAFGN010003588.1	26537	27503	26446	27502	+	1.5e-128	948	1056
105	JAAFGN010003588.1	26537	27503	26536	27502	+	1.5e-128	948	966
106	JAAFGN010003588.1	67232	68196	67222	68152	+	1.2e-127	946	930
107	JAAFGN010003588.1	17342	18308	17341	18307	+	1.4e-126	950	966
108	JAAFGN010003917.1	57708	56754	57774	56736	-	6.2e-111	918	1038
109	JAAFGN010003917.1	57708	56754	57726	56736	-	6.2e-111	918	990
110	JAAFGN010003917.1	57708	56754	57636	56736	-	6.2e-111	918	900
111	JAAFGN010004497.1	37740	38728	37720	38731	+	5.2e-226	943	1011
112	JAAFGN010004497.1	37740	38728	37741	38731	+	5.2e-226	943	990
113	JAAFGN010004497.1	37740	38728	37750	38731	+	5.2e-226	943	981
114	JAAFGN010004497.1	31332	32322	31317	32328	+	8.2e-220	942	1011
115	JAAFGN010004497.1	31332	32322	31338	32328	+	8.2e-220	942	990
116	JAAFGN010004497.1	31332	32322	31434	32328	+	8.2e-220	942	894
117	JAAFGN010004497.1	62492	63474	62470	63481	+	7.4e-219	943	1011
118	JAAFGN010004497.1	62492	63474	62491	63481	+	7.4e-219	943	990
119	JAAFGN010004497.1	62492	63474	62500	63481	+	7.4e-219	943	981
120	JAAFGN010004497.1	7979	8970	7962	8973	+	2.1e-215	942	1011
121	JAAFGN010004497.1	7979	8970	7983	8973	+	2.1e-215	942	990
122	JAAFGN010004497.1	7979	8970	8079	8973	+	2.1e-215	942	894
123	JAAFGN010005452.1	31268	32225	31151	32258	+	2.2e-137	921	1107
124	JAAFGN010005452.1	31268	32225	31157	32258	+	2.2e-137	921	1101
125	JAAFGN010005452.1	31268	32225	31217	32258	+	2.2e-137	921	1041
126	JAAFGN010005452.1	31268	32225	31271	32258	+	2.2e-137	921	987
127	JAAFGN010005452.1	31268	32225	31364	32258	+	2.2e-137	921	894
128	JAAFGN010005452.1	49058	50003	49059	50046	+	3.2e-134	921	987
129	JAAFGN010005452.1	49058	50003	49152	50046	+	3.2e-134	921	894
130	JAAFGN010005452.1	44166	45086	44113	45130	+	6.9e-122	911	1017
131	JAAFGN010005452.1	44166	45086	44125	45130	+	6.9e-122	911	1005
132	JAAFGN010005452.1	44166	45086	44167	45130	+	6.9e-122	911	963
133	JAAFGN010005452.1	51757	52729	51763	52717	+	5.2e-120	933	954
134	JAAFGN010005452.1	51757	52729	51766	52717	+	5.2e-120	933	951
135	JAAFGN010005452.1	51757	52729	51772	52717	+	5.2e-120	933	945
136	JAAFGN010005452.1	7399	6447	7412	6455	-	1.4e-98	919	957
137	JAAFGN010005452.1	15553	14617	15565	14638	-	1.4e-96	902	927
138	JAAFGN010005452.1	3101	2151	3083	2141	-	4e-96	918	942
139	JAAFGN010005452.1	23987	23015	23981	23036	-	1.3e-95	940	945
140	JAAFGN010005452.1	23987	23015	23957	23036	-	1.3e-95	940	921
141	JAAFGN010005471.1	48749	49714	48679	49702	+	2.5e-128	939	1023
142	JAAFGN010005471.1	48749	49714	48763	49702	+	2.5e-128	939	939
143	JAAFGN010005471.1	55495	56452	55504	56443	+	1.7e-118	935	939
144	JAAFGN010005471.1	41987	41047	42005	41060	-	1.1e-114	904	945
145	JAAFGN010005471.1	41987	41047	41966	41060	-	1.1e-114	904	906
146	JAAFGN010005983.1	10570	9622	10588	9640	-	1.9e-147	950	948
147	JAAFGN010005983.1	10570	9622	10570	9640	-	1.9e-147	950	930
148	JAAFGN010005983.1	10570	9622	10546	9640	-	1.9e-147	950	906
149	JAAFGN010005983.1	14683	13728	14668	13735	-	1.1e-131	937	933
150	JAAFGN010005983.1	21052	20098	21038	20105	-	5.5e-131	928	933
151	JAAFGN010005983.1	43974	43033	43965	42981	-	9.8e-130	923	984
152	JAAFGN010005983.1	43974	43033	43935	42981	-	9.8e-130	923	954
153	JAAFGN010005983.1	43974	43033	43863	42981	-	9.8e-130	923	882
154	JAAFGN010005983.1	48471	47521	48453	47493	-	2.4e-118	923	960
155	JAAFGN010005983.1	25314	24418	25327	24391	-	8.3e-109	866	936
156	JAAFGN010005983.1	25314	24418	25297	24391	-	8.3e-109	866	906
157	JAAFGN010005983.1	36140	37062	36135	37056	+	7.5e-102	886	921
158	JAAFGN010006073.1	30047	31013	30040	31012	+	1e-162	928	972
159	JAAFGN010006073.1	30047	31013	30073	31012	+	1e-162	928	939
160	JAAFGN010006073.1	549	1500	540	1521	+	9.9e-159	923	981
161	JAAFGN010006073.1	549	1500	573	1521	+	9.9e-159	923	948
162	JAAFGN010006073.1	7004	7955	6994	7975	+	2.5e-156	931	981
163	JAAFGN010006073.1	7004	7955	7018	7975	+	2.5e-156	931	957
164	JAAFGN010006073.1	7004	7955	7027	7975	+	2.5e-156	931	948
165	JAAFGN010006073.1	33294	34250	33285	34266	+	5.7e-155	919	981
166	JAAFGN010006073.1	33294	34250	33318	34266	+	5.7e-155	919	948
167	JAAFGN010006073.1	24495	25454	24486	25467	+	3.1e-152	923	981
168	JAAFGN010006073.1	24495	25454	24519	25467	+	3.1e-152	923	948
169	JAAFGN010006073.1	41474	40509	41494	40519	-	1.4e-108	937	975
170	JAAFGN010006073.1	50834	49883	50863	49873	-	5.9e-102	930	990
171	JAAFGN010006287.1	20647	21641	20646	21639	+	1e-222	943	993
172	JAAFGN010006287.1	20647	21641	20721	21639	+	1e-222	943	918
173	JAAFGN010006287.1	2634	3627	2633	3626	+	8.1e-221	943	993
174	JAAFGN010006287.1	2634	3627	2708	3626	+	8.1e-221	943	918
175	JAAFGN010006287.1	2634	3627	2732	3626	+	8.1e-221	943	894
176	JAAFGN010006287.1	14260	15254	14259	15252	+	3.2e-219	951	993
177	JAAFGN010006287.1	14260	15254	14268	15252	+	3.2e-219	951	984
178	JAAFGN010006287.1	14260	15254	14346	15252	+	3.2e-219	951	906
179	JAAFGN010006287.1	40951	41928	40947	41940	+	7.9e-219	941	993
180	JAAFGN010006287.1	40951	41928	41022	41940	+	7.9e-219	941	918
181	JAAFGN010006287.1	40951	41928	41046	41940	+	7.9e-219	941	894
182	JAAFGN010007021.1	19450	18457	19450	18484	-	2.1e-230	943	966
183	JAAFGN010007021.1	19450	18457	19375	18484	-	2.1e-230	943	891
184	JAAFGN010007021.1	45794	44810	45794	44801	-	9.2e-227	942	993
185	JAAFGN010007021.1	25607	24623	25607	24614	-	3e-225	942	993
186	JAAFGN010007021.1	25607	24623	25508	24614	-	3e-225	942	894
187	JAAFGN010007021.1	37349	36356	37349	36356	-	1e-224	942	993
188	JAAFGN010007021.1	37349	36356	37244	36356	-	1e-224	942	888
189	JAAFGN010007021.1	15374	14382	15374	14381	-	4.3e-223	943	993
190	JAAFGN010007021.1	15374	14382	15362	14381	-	4.3e-223	943	981
191	JAAFGN010007021.1	15374	14382	15275	14381	-	4.3e-223	943	894
192	JAAFGN010007639.1	25223	24253	25207	24268	-	8.8e-137	943	939
193	JAAFGN010007639.1	30492	29522	30479	29540	-	1.7e-136	944	939
194	JAAFGN010007639.1	39647	38678	39628	38689	-	5.4e-135	940	939
195	JAAFGN010007639.1	48152	47189	48138	47202	-	2.4e-133	940	936
196	JAAFGN010007639.1	8834	7860	8865	7881	-	4.3e-120	943	984
197	JAAFGN010007639.1	8834	7860	8823	7881	-	4.3e-120	943	942
198	JAAFGN010007639.1	15198	14258	15195	14235	-	7.1e-103	917	960
199	JAAFGN010007639.1	15198	14258	15111	14235	-	7.1e-103	917	876
200	JAAFGN010007639.1	3040	3968	3037	3997	+	2e-96	907	960
201	JAAFGN010007639.1	3040	3968	3043	3997	+	2e-96	907	954
202	JAAFGN010007639.1	3040	3968	3094	3997	+	2e-96	907	903
203	JAAFGN010008028.1	19289	20244	19198	20260	+	9.4e-157	919	1062
204	JAAFGN010008028.1	19289	20244	19279	20260	+	9.4e-157	919	981
205	JAAFGN010008028.1	13803	14761	13793	14774	+	1e-150	923	981
206	JAAFGN010008028.1	29290	28324	29312	28349	-	2.9e-106	940	963
207	JAAFGN010008028.1	36591	35625	36607	35611	-	4.2e-102	936	996
208	JAAFGN010008332.1	14170	15115	14169	15102	+	6.1e-180	944	933
209	JAAFGN010010046.1	22951	23939	22950	23943	+	1e-233	943	993
210	JAAFGN010010046.1	22951	23939	23025	23943	+	1e-233	943	918
211	JAAFGN010010046.1	22951	23939	23049	23943	+	1e-233	943	894
212	JAAFGN010010046.1	10401	11393	10400	11393	+	4.1e-227	942	993
213	JAAFGN010010046.1	10401	11393	10475	11393	+	4.1e-227	942	918
214	JAAFGN010010046.1	10401	11393	10499	11393	+	4.1e-227	942	894
215	JAAFGN010010046.1	29818	30812	29751	30810	+	1.6e-226	943	1059
216	JAAFGN010010046.1	29818	30812	29817	30810	+	1.6e-226	943	993
217	JAAFGN010010046.1	29818	30812	29916	30810	+	1.6e-226	943	894
218	JAAFGN010010321.1	22509	21569	22509	21570	-	2.1e-182	937	939
219	JAAFGN010010321.1	7353	6412	7353	6414	-	1.8e-174	944	939
220	JAAFGN010010321.1	29823	28884	29823	28884	-	4.4e-172	937	939
221	JAAFGN010010321.1	1970	1024	1970	1031	-	2.9e-169	943	939
222	JAAFGN010010407.1	25256	26225	25263	26244	+	1.2e-150	940	981
223	JAAFGN010010407.1	29000	29900	28965	29919	+	5e-146	869	954
224	JAAFGN010010407.1	21602	22553	21614	22550	+	1.4e-106	932	936
225	JAAFGN010010407.1	21602	22553	21623	22550	+	1.4e-106	932	927
226	JAAFGN010010929.1	27148	26154	27148	26155	-	2e-227	943	993
227	JAAFGN010010929.1	27148	26154	27073	26155	-	2e-227	943	918
228	JAAFGN010010929.1	36469	35517	36486	35496	-	4.6e-95	919	990
229	JAAFGN010011277.1	23752	22802	23751	22806	-	3.7e-125	931	945
230	JAAFGN010011277.1	30284	29339	30287	29342	-	3.9e-123	920	945
231	JAAFGN010011277.1	10395	11328	10372	11374	+	1.7e-120	897	1002
232	JAAFGN010011277.1	10395	11328	10432	11374	+	1.7e-120	897	942
233	JAAFGN010011277.1	18728	19659	18699	19701	+	8.2e-116	895	1002
234	JAAFGN010011277.1	18728	19659	18759	19701	+	8.2e-116	895	942
235	JAAFGN010011277.1	14029	14901	13987	14956	+	1.7e-113	836	969
236	JAAFGN010011277.1	14029	14901	14014	14956	+	1.7e-113	836	942
237	JAAFGN010011277.1	35440	34474	35470	34486	-	4.9e-103	934	984
238	JAAFGN010011277.1	35440	34474	35437	34486	-	4.9e-103	934	951
239	JAAFGN010011836.1	23728	24721	23710	24721	+	5.9e-228	950	1011
240	JAAFGN010011836.1	23728	24721	23731	24721	+	5.9e-228	950	990
241	JAAFGN010011836.1	8680	9673	8662	9673	+	7.5e-227	943	1011
242	JAAFGN010011836.1	8680	9673	8683	9673	+	7.5e-227	943	990
243	JAAFGN010011836.1	12968	13953	12946	13951	+	1.5e-214	943	1005
244	JAAFGN010011836.1	12968	13953	12967	13951	+	1.5e-214	943	984
245	JAAFGN010011836.1	31433	32415	31411	32416	+	1.1e-208	950	1005
246	JAAFGN010011836.1	31433	32415	31432	32416	+	1.1e-208	950	984
247	JAAFGN010012821.1	4731	5707	4745	5684	+	1.2e-135	951	939
248	JAAFGN010012821.1	4731	5707	4781	5684	+	1.2e-135	951	903
249	JAAFGN010012821.1	10239	11215	10253	11192	+	7.1e-135	951	939
250	JAAFGN010012821.1	10239	11215	10289	11192	+	7.1e-135	951	903
251	JAAFGN010012821.1	14164	15134	14180	15122	+	7.7e-134	940	942
252	JAAFGN010012821.1	21581	22555	21596	22538	+	1e-131	944	942
253	JAAFGN010012821.1	26006	26974	26022	26961	+	6.7e-131	939	939
254	JAAFGN010013158.1	18343	19293	18344	19280	+	1.4e-122	928	936
255	JAAFGN010013158.1	13445	14390	13441	14386	+	9.6e-121	919	945
256	JAAFGN010013158.1	23344	22405	23364	22362	-	9.4e-118	903	1002
257	JAAFGN010013158.1	23344	22405	23304	22362	-	9.4e-118	903	942
258	JAAFGN010013158.1	29914	30883	29918	30869	+	6.3e-101	935	951
259	JAAFGN010013281.1	26771	27740	26790	27729	+	4.2e-137	938	939
260	JAAFGN010013281.1	16860	17827	16876	17812	+	8.7e-135	941	936
261	JAAFGN010013281.1	11198	12158	11213	12152	+	8.6e-134	938	939
262	JAAFGN010013626.1	4170	5110	4169	5108	+	1.5e-178	938	939
263	JAAFGN010013626.1	29390	30329	29389	30328	+	3.5e-169	937	939
264	JAAFGN010013626.1	13144	14079	13053	14070	+	4.2e-168	933	1017
265	JAAFGN010013626.1	13144	14079	13143	14070	+	4.2e-168	933	927
266	JAAFGN010013765.1	13036	12052	13040	12008	-	2.2e-205	940	1032
267	JAAFGN010013765.1	13036	12052	12884	12008	-	2.2e-205	940	876
268	JAAFGN010013765.1	5945	4968	5938	4954	-	1.9e-120	929	984
269	JAAFGN010013765.1	23665	24621	23641	24631	+	2.2e-109	922	990
270	JAAFGN010013765.1	27780	28727	27756	28746	+	4.8e-109	916	990
271	JAAFGN010014013.1	10879	11873	10878	11871	+	3.1e-222	943	993
272	JAAFGN010014013.1	10879	11873	10953	11871	+	3.1e-222	943	918
273	JAAFGN010014013.1	10879	11873	10977	11871	+	3.1e-222	943	894
274	JAAFGN010014013.1	25632	26626	25631	26624	+	1.4e-219	943	993
275	JAAFGN010014013.1	25632	26626	25730	26624	+	1.4e-219	943	894
276	JAAFGN010014300.1	3614	4525	3552	4581	+	8e-109	886	1029
277	JAAFGN010014300.1	3614	4525	3582	4581	+	8e-109	886	999
278	JAAFGN010014300.1	3614	4525	3633	4581	+	8e-109	886	948
279	JAAFGN010014300.1	3614	4525	3684	4581	+	8e-109	886	897
280	JAAFGN010014300.1	13194	14145	13121	14150	+	1e-74	923	1029
281	JAAFGN010014300.1	13194	14145	13193	14150	+	1e-74	923	957
282	JAAFGN010014543.1	8593	7608	8593	7600	-	1.5e-218	953	993
283	JAAFGN010014543.1	8593	7608	8584	7600	-	1.5e-218	953	984
284	JAAFGN010014543.1	8593	7608	8581	7600	-	1.5e-218	953	981
285	JAAFGN010014543.1	8593	7608	8518	7600	-	1.5e-218	953	918
286	JAAFGN010014543.1	14104	13133	14104	13117	-	3.3e-216	933	987
287	JAAFGN010014543.1	14104	13133	14095	13117	-	3.3e-216	933	978
288	JAAFGN010014543.1	14104	13133	14029	13117	-	3.3e-216	933	912
289	JAAFGN010014543.1	14104	13133	14005	13117	-	3.3e-216	933	888
290	JAAFGN010014543.1	21476	20561	21473	20561	-	5.9e-204	871	912
291	JAAFGN010015249.1	17581	18521	17580	18513	+	1.3e-182	935	933
292	JAAFGN010015249.1	17581	18521	17613	18513	+	1.3e-182	935	900
293	JAAFGN010015249.1	32709	33652	32708	33650	+	1.1e-172	929	942
294	JAAFGN010015426.1	4514	3549	4602	3543	-	2e-159	923	1059
295	JAAFGN010015426.1	4514	3549	4524	3543	-	2e-159	923	981
296	JAAFGN010015426.1	25437	24471	25528	24454	-	2.6e-157	928	1074
297	JAAFGN010015426.1	25437	24471	25447	24454	-	2.6e-157	928	993
298	JAAFGN010015426.1	13128	12172	13221	12123	-	8.2e-148	918	1098
299	JAAFGN010015426.1	13128	12172	13134	12123	-	8.2e-148	918	1011
300	JAAFGN010015426.1	13128	12172	13125	12123	-	8.2e-148	918	1002
301	JAAFGN010015956.1	21066	20169	21191	20135	-	2e-86	877	1056
302	JAAFGN010015956.1	21066	20169	21164	20135	-	2e-86	877	1029
303	JAAFGN010015956.1	21066	20169	21056	20135	-	2e-86	877	921
304	JAAFGN010016748.1	20613	21607	20612	21614	+	1.4e-224	943	1002
305	JAAFGN010016748.1	20613	21607	20687	21614	+	1.4e-224	943	927
306	JAAFGN010016748.1	20613	21607	20711	21614	+	1.4e-224	943	903
307	JAAFGN010016768.1	30776	29803	30770	29825	-	6.9e-96	941	945
308	JAAFGN010016768.1	30776	29803	30746	29825	-	6.9e-96	941	921
309	JAAFGN010016768.1	16114	15144	16096	15154	-	1.5e-95	921	942
310	JAAFGN010016768.1	6788	5837	6770	5828	-	9.3e-90	916	942
311	JAAFGN010017382.1	28025	27076	28025	27095	-	2.5e-146	951	930
312	JAAFGN010017382.1	28025	27076	28001	27095	-	2.5e-146	951	906
313	JAAFGN010017382.1	2700	1760	2704	1765	-	1.2e-145	924	939
314	JAAFGN010017382.1	2700	1760	2680	1765	-	1.2e-145	924	915
315	JAAFGN010017382.1	2700	1760	2674	1765	-	1.2e-145	924	909
316	JAAFGN010017702.1	13008	14004	13007	14000	+	9.1e-222	943	993
317	JAAFGN010017702.1	13008	14004	13082	14000	+	9.1e-222	943	918
318	JAAFGN010017702.1	13008	14004	13106	14000	+	9.1e-222	943	894
319	JAAFGN010018150.1	15786	16780	15785	16751	+	2.8e-233	943	966
320	JAAFGN010018150.1	15786	16780	15794	16751	+	2.8e-233	943	957
321	JAAFGN010018150.1	15786	16780	15860	16751	+	2.8e-233	943	891
322	JAAFGN010018150.1	11523	12504	11519	12512	+	6.5e-229	941	993
323	JAAFGN010018150.1	11523	12504	11594	12512	+	6.5e-229	941	918
324	JAAFGN010018150.1	11523	12504	11618	12512	+	6.5e-229	941	894
325	JAAFGN010018391.1	25201	26176	25180	26188	+	6.4e-225	934	1008
326	JAAFGN010018391.1	25201	26176	25201	26188	+	6.4e-225	934	987
327	JAAFGN010018391.1	25201	26176	25210	26188	+	6.4e-225	934	978
328	JAAFGN010018391.1	18313	19308	18288	19305	+	3.8e-223	942	1017
329	JAAFGN010018391.1	18313	19308	18312	19305	+	3.8e-223	942	993
330	JAAFGN010018391.1	18313	19308	18387	19305	+	3.8e-223	942	918
331	JAAFGN010018391.1	11139	12134	11138	12131	+	5.5e-221	942	993
332	JAAFGN010018391.1	11139	12134	11213	12131	+	5.5e-221	942	918
333	JAAFGN010018986.1	5989	6935	5996	6917	+	2.4e-105	926	921
334	JAAFGN010018986.1	5989	6935	6038	6917	+	2.4e-105	926	879
335	JAAFGN010019294.1	8232	7271	8217	7278	-	1e-186	929	939
336	JAAFGN010019294.1	8232	7271	8196	7278	-	1e-186	929	918
337	JAAFGN010019294.1	8232	7271	8184	7278	-	1e-186	929	906
338	JAAFGN010019307.1	7307	6367	7307	6374	-	4.9e-185	935	933
339	JAAFGN010019307.1	13551	12606	13551	12609	-	1.9e-171	930	942
340	JAAFGN010019307.1	17555	18489	17554	18493	+	4.4e-169	932	939
341	JAAFGN010019307.1	26312	25355	26371	25354	-	5.8e-167	935	1017
342	JAAFGN010019307.1	26312	25355	26296	25354	-	5.8e-167	935	942
343	JAAFGN010019499.1	15033	16026	15019	16030	+	1.6e-225	943	1011
344	JAAFGN010019499.1	15033	16026	15136	16030	+	1.6e-225	943	894
345	JAAFGN010019499.1	3391	4382	3375	4386	+	6.1e-221	943	1011
346	JAAFGN010019499.1	28349	29337	28329	29340	+	1.3e-220	943	1011
347	JAAFGN010019499.1	28349	29337	28350	29340	+	1.3e-220	943	990
348	JAAFGN010019996.1	24853	25815	24858	25815	+	1.4e-117	930	957
349	JAAFGN010019996.1	11817	12785	11828	12779	+	1.8e-112	929	951
350	JAAFGN010019996.1	1297	2263	1304	2255	+	2.2e-112	929	951
351	JAAFGN010020489.1	2383	1435	2381	1442	-	5e-189	938	939
352	JAAFGN010020489.1	2383	1435	2348	1442	-	5e-189	938	906
353	JAAFGN010020489.1	6958	7902	6957	7896	+	5.6e-189	939	939
354	JAAFGN010020489.1	6958	7902	6978	7896	+	5.6e-189	939	918
355	JAAFGN010020489.1	6958	7902	6990	7896	+	5.6e-189	939	906
356	JAAFGN010020604.1	8538	9499	8441	9530	+	1.7e-139	930	1089
357	JAAFGN010020604.1	8538	9499	8462	9530	+	1.7e-139	930	1068
358	JAAFGN010020604.1	8538	9499	8489	9530	+	1.7e-139	930	1041
