count	sca	fr	to	real_fr	real_to	strand	evalue	hmmlen	len_cds
55	JAAOOA010000639.1	24709	23765	24643	23767	-	1.9e-166	932	876
56	JAAOOA010000700.1	211579	212519	211575	212532	+	2.1e-240	945	957
57	JAAOOA010000700.1	211579	212519	211578	212532	+	2.1e-240	945	954
58	JAAOOA010000711.1	198759	199704	198755	199700	+	1.1e-198	937	945
59	JAAOOA010000711.1	120273	121201	120272	121193	+	2.3e-157	926	921
60	JAAOOA010000738.1	126448	125503	126451	125506	-	3e-194	937	945
61	JAAOOA010000738.1	144429	145364	144428	145364	+	9.9e-163	942	936
62	JAAOOA010000738.1	231067	230132	231067	230131	-	9.9e-163	942	936
63	JAAOOA010000760.1	16948	16017	16961	16010	-	9.8e-92	920	951
64	JAAOOA010000768.1	70154	71094	70150	71107	+	4.4e-239	946	957
65	JAAOOA010000768.1	70154	71094	70153	71107	+	4.4e-239	946	954
66	JAAOOA010000768.1	17217	16277	17220	16263	-	5.6e-239	946	957
67	JAAOOA010000768.1	17217	16277	17217	16263	-	5.6e-239	946	954
68	JAAOOA010000768.1	13203	12266	13206	12264	-	8.6e-238	936	942
69	JAAOOA010000768.1	13203	12266	13203	12264	-	8.6e-238	936	939
70	JAAOOA010000768.1	171241	172175	171228	172167	+	8.2e-230	944	939
71	JAAOOA010000768.1	171241	172175	171240	172167	+	8.2e-230	944	927
72	JAAOOA010000768.1	178734	179667	178721	179594	+	9.2e-219	944	873
73	JAAOOA010000768.1	96668	97606	96669	97617	+	1.3e-211	923	948
74	JAAOOA010000887.1	149865	150811	149862	150807	+	2.5e-194	937	945
75	JAAOOA010000893.1	177186	176246	177189	176232	-	5.6e-239	946	957
76	JAAOOA010000893.1	177186	176246	177186	176232	-	5.6e-239	946	954
77	JAAOOA010000893.1	124631	123691	124634	123677	-	6.8e-239	946	957
78	JAAOOA010000893.1	124631	123691	124631	123677	-	6.8e-239	946	954
79	JAAOOA010000925.1	162483	163414	162469	163420	+	2.3e-92	920	951
80	JAAOOA010000925.1	37290	38206	37276	38212	+	7.7e-78	920	936
81	JAAOOA010000949.1	117255	118200	117251	118196	+	1.1e-198	937	945
82	JAAOOA010000949.1	101055	101978	101091	101970	+	1.3e-154	926	879
83	JAAOOA010000949.1	101055	101978	101097	101970	+	1.3e-154	926	873
84	JAAOOA010000967.1	59531	58601	59561	58604	-	1.1e-225	939	957
85	JAAOOA010000967.1	59531	58601	59531	58604	-	1.1e-225	939	927
86	JAAOOA010000967.1	59531	58601	59528	58604	-	1.1e-225	939	924
87	JAAOOA010000967.1	22103	21169	22103	21182	-	1.2e-215	937	921
88	JAAOOA010001020.1	91576	92521	91572	92517	+	2.5e-195	937	945
89	JAAOOA010001102.1	31445	30520	31448	30491	-	4e-221	946	957
90	JAAOOA010001102.1	31445	30520	31445	30491	-	4e-221	946	954
91	JAAOOA010001212.1	61111	62051	61107	62064	+	1.9e-244	946	957
92	JAAOOA010001212.1	61111	62051	61110	62064	+	1.9e-244	946	954
93	JAAOOA010001212.1	75679	76627	75675	76638	+	2.7e-244	944	963
94	JAAOOA010001212.1	75679	76627	75678	76638	+	2.7e-244	944	960
95	JAAOOA010001212.1	75679	76627	75762	76638	+	2.7e-244	944	876
96	JAAOOA010001367.1	45663	44717	45665	44720	-	1.2e-196	937	945
97	JAAOOA010001427.1	113768	112833	113768	112832	-	9.9e-163	942	936
98	JAAOOA010001484.1	16484	15540	16487	15578	-	7.4e-194	937	909
99	JAAOOA010001776.1	60488	61413	60372	61419	+	7.3e-88	920	1047
100	JAAOOA010001776.1	60488	61413	60474	61419	+	7.3e-88	920	945
101	JAAOOA010001912.1	71263	70335	71276	70328	-	1.2e-95	920	948
102	JAAOOA010001912.1	43509	42581	43522	42574	-	2.5e-95	920	948
103	JAAOOA010002051.1	46535	47459	46521	47406	+	2e-88	920	885
104	JAAOOA010002688.1	22948	23883	22947	23883	+	9.9e-163	942	936
105	JAAOOA010003553.1	21865	22798	21864	22737	+	2.2e-211	937	873
